Representative,Party,District,Score,Year,Lifetime Score
"Carnahan, Russ",D,MO-03,1.0,2006,0.93
"Skelton, Ike",D,MO-04,0.5,2006,0.44
"Cleaver, Emanuel",D,MO-05,0.75,2006,0.89
"Graves, Sam",R,MO-06,0.08,2006,0.04
"Blunt, Roy",R,MO-07,0.0,2006,0.06
"Emerson, Jo Ann",R,MO-08,0.08,2006,0.07
"Hulshof, Kenny C.",R,MO-09,0.08,2006,0.11
"Burns, Conrad",R,MT,0.14,2006,0.05
"Baucus, Max S.",D,MT,0.71,2006,0.69
"Rehberg, Denny",R,MT-AL,0.0,2006,0.06
"Hagel, Charles T.",R,NE,0.14,2006,0.05
"Nelson, Ben",D,NE,0.43,2006,0.44
"Fortenberry, Jeff",R,NE-01,0.25,2006,0.19
"Terry, Lee R.",R,NE-02,0.08,2006,0.08
"Osborne, Thomas William",R,NE-03,0.08,2006,0.05
"Ensign, John Eric",R,NV,0.43,2006,0.26
"Reid, Harry",D,NV,0.57,2006,0.82
"Berkley, Shelley",D,NV-01,1.0,2006,0.88
"Gibbons, James A.",R,NV-02,0.0,2006,0.11
"Porter, Jon Christopher",R,NV-03,0.08,2006,0.18
"Sununu, John E.",R,NH,0.43,2006,0.35
"Gregg, Judd A.",R,NH,0.43,2006,0.42
"Bradley, Jeb E.",R,NH-01,0.83,2006,0.51
"Bass, Charles",R,NH-02,0.67,2006,0.47
"Lautenberg, Frank R.",D,NJ,0.86,2006,0.93
"Menendez, Robert",D,NJ,1.0,2006,0.95
"Andrews, Robert E.",D,NJ-01,1.0,2006,0.91
"LoBiondo, Frank A.",R,NJ-02,0.83,2006,0.56
"Saxton, H. James",R,NJ-03,0.83,2006,0.62
"Smith, Christopher H.",R,NJ-04,0.92,2006,0.61
"Garrett, E. Scott",R,NJ-05,0.25,2006,0.08
"Pallone, Frank J.",D,NJ-06,1.0,2006,0.96
"Ferguson, Michael",R,NJ-07,0.83,2006,0.51
"Pascrell, Bill",D,NJ-08,1.0,2006,0.94
"Rothman, Steven R.",D,NJ-09,1.0,2006,0.92
"Payne, Donald M.",D,NJ-10,0.92,2006,0.89
"Frelinghuysen, Rodney P.",R,NJ-11,0.67,2006,0.3
"Holt, Rush D.",D,NJ-12,1.0,2006,0.96
"Domenici, Pete V.",R,NM,0.14,2006,0.14
"Bingaman, Jeff",D,NM,1.0,2006,0.74
"Wilson, Heather A.",R,NM-01,0.17,2006,0.16
"Pearce, Steve",R,NM-02,0.0,2006,0.04
"Udall, Tom S.",D,NM-03,1.0,2006,0.96
"Clinton, Hillary Rodham",D,NY,0.71,2006,0.82
"Schumer, Chuck",D,NY,0.71,2006,0.92
"Bishop, Timothy H.",D,NY-01,0.92,2006,0.95
"Israel, Steve J.",D,NY-02,0.92,2006,0.96
"King, Peter T.",R,NY-03,0.08,2006,0.18
"McCarthy, Carolyn",D,NY-04,1.0,2006,0.8
"Ackerman, Gary L.",D,NY-05,0.92,2006,0.87
"Meeks, Gregory W.",D,NY-06,0.83,2006,0.9
"Crowley, Joseph",D,NY-07,0.92,2006,0.94
"Nadler, Jerrold L.",D,NY-08,1.0,2006,0.97
"Weiner, Anthony David",D,NY-09,1.0,2006,0.93
"Towns, Edolphus",D,NY-10,0.83,2006,0.81
"Owens, Major R.",D,NY-11,1.0,2006,0.88
"Velazquez, Nydia",D,NY-12,0.92,2006,0.94
"Fossella, Vito J.",R,NY-13,0.17,2006,0.23
"Maloney, Carolyn B.",D,NY-14,0.92,2006,0.96
"Rangel, Charles",D,NY-15,1.0,2006,0.83
"Serrano, Jose",D,NY-16,1.0,2006,0.93
"Engel, Eliot L.",D,NY-17,1.0,2006,0.93
"Lowey, Nita M.",D,NY-18,1.0,2006,0.94
"Kelly, Sue W.",R,NY-19,0.92,2006,0.68
"Sweeney, John E.",R,NY-20,0.42,2006,0.24
"McNulty, Michael R.",D,NY-21,1.0,2006,0.82
"Hinchey, Maurice D.",D,NY-22,1.0,2006,0.93
"McHugh, John M.",R,NY-23,0.25,2006,0.26
"Boehlert, Sherwood L.",R,NY-24,0.83,2006,0.78
"Walsh, James T.",R,NY-25,0.58,2006,0.39
"Reynolds, Thomas M.",R,NY-26,0.08,2006,0.12
"Higgins, Brian M.",D,NY-27,0.92,2006,0.95
"Slaughter, Louise",D,NY-28,0.92,2006,0.91
"Kuhl, John R.",R,NY-29,0.33,2006,0.25
"Dole, Elizabeth H.",R,NC,0.0,2006,0.12
"Burr, Richard M.",R,NC,0.0,2006,0.09
"Butterfield, G.K.",D,NC-01,0.75,2006,0.9
"Etheridge, Bob R.",D,NC-02,0.75,2006,0.79
"Jones, Jr., Walter",R,NC-03,0.5,2006,0.22
"Price, David",D,NC-04,0.92,2006,0.92
"Foxx, Virginia",R,NC-05,0.08,2006,0.04
"Coble, Howard",R,NC-06,0.08,2006,0.11
"McIntyre, Mike",D,NC-07,0.67,2006,0.5
"Hayes, Robin C.",R,NC-08,0.17,2006,0.11
"Myrick, Sue W.",R,NC-09,0.0,2006,0.06
"McHenry, Patrick T.",R,NC-10,0.0,2006,0.05
"Taylor, Charles H.",R,NC-11,0.08,2006,0.05
"Watt, Mel",D,NC-12,0.92,2006,0.92
"Miller, Brad",D,NC-13,0.92,2006,0.95
"Conrad, Kent",D,ND,0.43,2006,0.59
"Dorgan, Byron L.",D,ND,0.43,2006,0.64
"Pomeroy, Earl",D,ND-AL,0.67,2006,0.6
"DeWine, Michael",R,OH,0.71,2006,0.32
"Voinovich, George V.",R,OH,0.43,2006,0.15
"Chabot, Steve",R,OH-01,0.08,2006,0.11
"Schmidt, Jean",R,OH-02,0.08,2006,0.1
"Turner, Michael R.",R,OH-03,0.08,2006,0.09
"Oxley, Michael G.",R,OH-04,0.0,2006,0.11
"Gillmor, Paul E.",R,OH-05,0.17,2006,0.22
"Strickland, Ted",D,OH-06,0.75,2006,0.77
"Hobson, David Lee",R,OH-07,0.0,2006,0.16
"Boehner, John",R,OH-08,0.0,2006,0.02
"Kaptur, Marcy",D,OH-09,1.0,2006,0.83
"Kucinich, Dennis J.",D,OH-10,1.0,2006,0.91
"Jones, Stephanie Tubbs",D,OH-11,0.92,2006,0.81
"Tiberi, Pat",R,OH-12,0.08,2006,0.08
"Brown, Sherrod C.",D,OH-13,1.0,2006,0.94
"LaTourette, Steve",R,OH-14,0.33,2006,0.25
"Pryce, Deborah D.",R,OH-15,0.25,2006,0.18
"Regula, Ralph",R,OH-16,0.08,2006,0.3
"Ryan, Tim",D,OH-17,0.92,2006,0.9
"Ney, Robert William",R,OH-18,0.17,2006,0.12
"Inhofe, James M.",R,OK,0.0,2006,0.05
"Coburn, Tom",R,OK,0.29,2006,0.09
"Sullivan, John A.",R,OK-01,0.17,2006,0.06
"Boren, Dan",D,OK-02,0.0,2006,0.27
"Lucas, Frank D.",R,OK-03,0.0,2006,0.05
"Cole, Tom",R,OK-04,0.08,2006,0.07
"Istook, Ernest J.",R,OK-05,0.0,2006,0.07
"Smith, Gordon Harold",R,OR,0.14,2006,0.37
"Wyden, Ron",D,OR,1.0,2006,0.91
"Wu, David",D,OR-01,1.0,2006,0.95
"Walden, Greg P.",R,OR-02,0.17,2006,0.1
"Blumenauer, Earl",D,OR-03,0.92,2006,0.96
"DeFazio, Peter A.",D,OR-04,0.83,2006,0.92
"Hooley, Darlene",D,OR-05,0.92,2006,0.91
"Santorum, Richard J.",R,PA,0.14,2006,0.1
"Specter, Arlen",D,PA,0.14,2006,0.46
"Brady, Robert A.",D,PA-01,0.75,2006,0.86
"Fattah, Chaka",D,PA-02,1.0,2006,0.87
"English, Philip",R,PA-03,0.25,2006,0.28
"Hart, Melissa A.",R,PA-04,0.25,2006,0.08
"Peterson, John E.",R,PA-05,0.0,2006,0.03
"Gerlach, Jim",R,PA-06,0.67,2006,0.36
"Weldon, W. Curtis",R,PA-07,0.67,2006,0.47
"Fitzpatrick, Michael",R,PA-08,0.92,2006,0.41
"Shuster, Bill",R,PA-09,0.08,2006,0.05
"Sherwood, Donald L.",R,PA-10,0.08,2006,0.08
"Kanjorski, Paul E.",D,PA-11,0.67,2006,0.72
"Murtha, John P.",D,PA-12,0.58,2006,0.46
"Schwartz, Allyson Y.",D,PA-13,1.0,2006,0.9
"Doyle, Mike",D,PA-14,0.75,2006,0.79
"Dent, Charlie",R,PA-15,0.17,2006,0.17
"Pitts, Joe",R,PA-16,0.08,2006,0.06
"Holden, Tim",D,PA-17,0.5,2006,0.55
"Murphy, Tim",R,PA-18,0.17,2006,0.08
"Platts, Todd",R,PA-19,0.42,2006,0.32
"Chafee, Lincoln D.",R,RI,0.71,2006,0.78
"Reed, Jack",D,RI,1.0,2006,0.97
"Kennedy, Patrick Joseph",D,RI-01,0.33,2006,0.89
"Langevin, Jim",D,RI-02,1.0,2006,0.96
"DeMint, Jim W.",R,SC,0.14,2006,0.08
"Graham, Lindsey O.",R,SC,0.29,2006,0.13
"Brown, Henry E.",R,SC-01,0.08,2006,0.06
"Wilson, Joe",R,SC-02,0.0,2006,0.03
"Barrett, James Gresham",R,SC-03,0.08,2006,0.05
"Inglis, Bob",R,SC-04,0.42,2006,0.26
"Spratt, John McKee",D,SC-05,0.92,2006,0.79
"Clyburn, James E.",D,SC-06,1.0,2006,0.85
"Johnson, Tim P.",D,SD,0.71,2006,0.73
"Thune, John R.",R,SD,0.14,2006,0.11
"Herseth Sandlin, Stephanie",D,SD-AL,0.5,2006,0.64
"Frist, William H.",R,TN,0.14,2006,0.07
"Alexander, Lamar",R,TN,0.29,2006,0.21
"Jenkins, William Lewis",R,TN-01,0.17,2006,0.06
"Duncan, Jr., John J.",R,TN-02,0.08,2006,0.09
"Wamp, Zach",R,TN-03,0.0,2006,0.11
"Davis, Lincoln",D,TN-04,0.42,2006,0.59
"Cooper, Jim",D,TN-05,1.0,2006,0.83
"Gordon, Barton Jennings",D,TN-06,0.75,2006,0.67
"Blackburn, Marsha",R,TN-07,0.0,2006,0.03
"Tanner, John S.",D,TN-08,0.42,2006,0.44
"Ford, Jr., Harold",D,TN-09,0.67,2006,0.7
"Cornyn, John",R,TX,0.0,2006,0.05
"Hutchison, Kay Bailey",R,TX,0.0,2006,0.06
"Gohmert, Louie",R,TX-01,0.0,2006,0.04
"Poe, Ted",R,TX-02,0.17,2006,0.03
"Johnson, Sam",R,TX-03,0.0,2006,0.03
"Hall, Ralph",R,TX-04,0.0,2006,0.11
"Hensarling, Jeb",R,TX-05,0.08,2006,0.04
"Barton, Joe",R,TX-06,0.08,2006,0.06
"Culberson, John A.",R,TX-07,0.08,2006,0.04
"Brady, Kevin P.",R,TX-08,0.08,2006,0.03
"Green, Al",D,TX-09,0.67,2006,0.86
"McCaul, Michael T.",R,TX-10,0.17,2006,0.06
"Conaway, K. Michael",R,TX-11,0.0,2006,0.02
"Granger, Kay",R,TX-12,0.0,2006,0.05
"Thornberry, Mac",R,TX-13,0.0,2006,0.02
"Paul, Ron",R,TX-14,0.25,2006,0.23
"Hinojosa, Ruben",D,TX-15,0.42,2006,0.68
"Reyes, Silvestre",D,TX-16,0.33,2006,0.67
"Edwards, Chet",D,TX-17,0.17,2006,0.43
"Jackson Lee, Sheila",D,TX-18,0.75,2006,0.82
"Neugebauer, Randy",R,TX-19,0.0,2006,0.02
"Gonzalez, Charlie",D,TX-20,0.67,2006,0.8
"Smith, Lamar S.",R,TX-21,0.17,2006,0.06
"DeLay, Tom",R,TX-22,0.09,2006,0.06
"Bonilla, Henry",R,TX-23,0.0,2006,0.04
"Marchant, Kenny E.",R,TX-24,0.08,2006,0.03
"Doggett, Lloyd A.",D,TX-25,1.0,2006,0.97
"Burgess, Michael C.",R,TX-26,0.08,2006,0.03
"Ortiz, Solomon P.",D,TX-27,0.33,2006,0.42
"Cuellar, Henry",D,TX-28,0.08,2006,0.45
"Green, Gene",D,TX-29,0.58,2006,0.67
"Johnson, Eddie Bernice",D,TX-30,0.75,2006,0.86
"Carter, John R.",R,TX-31,0.0,2006,0.04
"Sessions, Pete",R,TX-32,0.0,2006,0.02
"Hatch, Orrin G.",R,UT,0.14,2006,0.09
"Bennett, Bob",R,UT,0.14,2006,0.06
"Bishop, Rob",R,UT-01,0.0,2006,0.02
"Matheson, Jim",D,UT-02,0.58,2006,0.45
"Cannon, Christopher B.",R,UT-03,0.0,2006,0.05
"Jeffords, James M.",I,VT,1.0,2006,0.78
"Leahy, Patrick J.",D,VT,1.0,2006,0.94
"Sanders, Bernie",I,VT-AL,1.0,2006,0.91
"Warner, John W.",R,VA,0.14,2006,0.22
"Allen, George Felix",R,VA,0.0,2006,0.04
"Davis, Jo Ann S.",R,VA-01,0.42,2006,0.12
"Drake, Thelma D.",R,VA-02,0.17,2006,0.1
"Scott, Robert C.",D,VA-03,1.0,2006,0.91
"Forbes, J. Randy",R,VA-04,0.08,2006,0.04
"Goode, Virgil H.",R,VA-05,0.0,2006,0.11
"Goodlatte, Bob",R,VA-06,0.0,2006,0.06
"Cantor, Eric",R,VA-07,0.08,2006,0.04
"Moran, James P.",D,VA-08,0.92,2006,0.88
"Boucher, Rick",D,VA-09,0.67,2006,0.68
"Wolf, Frank",R,VA-10,0.25,2006,0.26
"Davis, Thomas M.",R,VA-11,0.5,2006,0.4
"Murray, Patty",D,WA,0.86,2006,0.91
"Cantwell, Maria",D,WA,1.0,2006,0.93
"Inslee, Jay",D,WA-01,1.0,2006,0.92
"Larsen, Rick",D,WA-02,0.83,2006,0.91
"Baird, Brian N.",D,WA-03,0.83,2006,0.92
"Hastings, Doc",R,WA-04,0.0,2006,0.03
"McMorris Rodgers, Cathy",R,WA-05,0.0,2006,0.04
"Dicks, Norm",D,WA-06,0.83,2006,0.71
"McDermott, Jim",D,WA-07,1.0,2006,0.92
"Reichert, Dave",R,WA-08,0.67,2006,0.35
"Smith, Adam",D,WA-09,1.0,2006,0.91
"Byrd, Robert C.",D,WV,0.57,2006,0.54
"Rockefeller, John D.",D,WV,0.71,2006,0.82
"Mollohan, Alan B.",D,WV-01,0.58,2006,0.47
"Capito, Shelley Moore",R,WV-02,0.33,2006,0.17
"Rahall, Nick",D,WV-03,0.92,2006,0.62
"Feingold, Russell D.",D,WI,1.0,2006,0.95
"Kohl, Herb H.",D,WI,0.71,2006,0.84
"Ryan, Paul",R,WI-01,0.17,2006,0.11
"Baldwin, Tammy",D,WI-02,1.0,2006,0.97
"Kind, Ron",D,WI-03,0.92,2006,0.9
"Moore, Gwen",D,WI-04,1.0,2006,0.94
"Sensenbrenner, James F.",R,WI-05,0.25,2006,0.24
"Petri, Tom",R,WI-06,0.67,2006,0.4
"Obey, David Ross",D,WI-07,1.0,2006,0.85
"Green, Mark A.",R,WI-08,0.33,2006,0.24
"Enzi, Michael B.",R,WY,0.0,2006,0.05
"Thomas, Craig",R,WY,0.0,2006,0.04
"Cubin, Barbara L.",R,WY-AL,0.0,2006,0.02
"Shelby, Richard C.",R,AL,0.05,2005,0.13
"Sessions, Jeff",R,AL,0.05,2005,0.06
"Bonner, Jo",R,AL-01,0.11,2005,0.08
"Everett, Terry",R,AL-02,0.0,2005,0.06
"Rogers, Mike D.",R,AL-03,0.06,2005,0.05
"Aderholt, Robert B.",R,AL-04,0.0,2005,0.03
"Cramer, Robert E.",D,AL-05,0.28,2005,0.41
"Bachus, Spencer",R,AL-06,0.0,2005,0.08
"Davis, Artur",D,AL-07,0.56,2005,0.69
"Murkowski, Lisa A.",R,AK,0.1,2005,0.18
"Stevens, Ted F.",R,AK,0.05,2005,0.14
"Young, Don",R,AK-AL,0.0,2005,0.08
"Kyl, Jon",R,AZ,0.05,2005,0.08
"McCain, John",R,AZ,0.45,2005,0.2
"Renzi, Rick",R,AZ-01,0.0,2005,0.12
"Franks, Trent",R,AZ-02,0.06,2005,0.04
"Shadegg, John B.",R,AZ-03,0.06,2005,0.05
"Pastor, Ed",D,AZ-04,0.94,2005,0.83
"Hayworth, John D.",R,AZ-05,0.06,2005,0.07
"Flake, Jeff",R,AZ-06,0.17,2005,0.08
"Grijalva, Raul",D,AZ-07,0.94,2005,0.96
"Kolbe, James T.",R,AZ-08,0.06,2005,0.17
"Lincoln, Blanche Lambert",D,AR,0.65,2005,0.49
"Pryor, Mark",D,AR,0.6,2005,0.63
"Berry, Robert Marion",D,AR-01,0.44,2005,0.45
"Snyder, Victor F.",D,AR-02,0.78,2005,0.85
"Boozman, John N.",R,AR-03,0.0,2005,0.07
"Ross, Mike",D,AR-04,0.5,2005,0.42
"Feinstein, Dianne",D,CA,0.9,2005,0.9
"Boxer, Barbara",D,CA,0.9,2005,0.91
"Thompson, Mike",D,CA-01,0.94,2005,0.93
"Herger, Wally",R,CA-02,0.0,2005,0.03
"Lungren, Dan",R,CA-03,0.0,2005,0.15
"Doolittle, John T.",R,CA-04,0.0,2005,0.04
"Matsui, Doris O.",D,CA-05,0.94,2005,0.96
"Woolsey, Lynn C.",D,CA-06,1.0,2005,0.97
"Miller, George",D,CA-07,1.0,2005,0.88
"Pelosi, Nancy",D,CA-08,0.94,2005,0.94
"Lee, Barbara J.",D,CA-09,0.89,2005,0.97
"Tauscher, Ellen O.",D,CA-10,0.94,2005,0.94
"Pombo, Richard W.",R,CA-11,0.06,2005,0.07
"Lantos, Tom",D,CA-12,0.94,2005,0.86
"Stark, Pete",D,CA-13,1.0,2005,0.89
"Eshoo, Anna G.",D,CA-14,0.94,2005,0.97
"Honda, Mike",D,CA-15,0.94,2005,0.98
"Lofgren, Zoe",D,CA-16,1.0,2005,0.92
"Farr, Sam",D,CA-17,1.0,2005,0.95
"Cardoza, Dennis A.",D,CA-18,0.61,2005,0.62
"Radanovich, George P.",R,CA-19,0.06,2005,0.06
"Costa, Jim",D,CA-20,0.61,2005,0.51
"Nunes, Devin G.",R,CA-21,0.0,2005,0.03
"Thomas, William M.",R,CA-22,0.0,2005,0.12
"Capps, Lois",D,CA-23,0.94,2005,0.96
"Gallegly, Elton W.",R,CA-24,0.06,2005,0.11
"McKeon, Buck P.",R,CA-25,0.06,2005,0.07
"Dreier, David T.",R,CA-26,0.06,2005,0.14
"Sherman, Brad J.",D,CA-27,1.0,2005,0.97
"Berman, Howard L.",D,CA-28,0.94,2005,0.88
"Schiff, Adam B.",D,CA-29,0.94,2005,0.98
"Waxman, Henry A.",D,CA-30,1.0,2005,0.92
"Becerra, Xavier",D,CA-31,0.94,2005,0.91
"Solis, Hilda L.",D,CA-32,0.94,2005,0.97
"Watson, Diane E.",D,CA-33,1.0,2005,0.92
"Roybal-Allard, Lucille",D,CA-34,0.89,2005,0.95
"Waters, Maxine",D,CA-35,0.94,2005,0.91
"Harman, Jane",D,CA-36,0.78,2005,0.8
"Millender-McDonald, Juanita",D,CA-37,0.94,2005,0.85
"Napolitano, Grace",D,CA-38,0.89,2005,0.9
"Sanchez, Linda",D,CA-39,0.94,2005,0.94
"Royce, Ed",R,CA-40,0.22,2005,0.11
"Lewis, Jerry",R,CA-41,0.06,2005,0.12
"Miller, Gary G.",R,CA-42,0.0,2005,0.03
"Baca, Joe",D,CA-43,0.56,2005,0.72
"Calvert, Ken S.",R,CA-44,0.11,2005,0.07
"Bono Mack, Mary",R,CA-45,0.11,2005,0.16
"Rohrabacher, Dana T.",R,CA-46,0.17,2005,0.1
"Sanchez, Loretta L.",D,CA-47,0.94,2005,0.86
"Cox, C. Christopher",R,CA-48,0.07,2005,0.16
"Campbell, John",R,CA-48,0.0,2005,0.07
"Issa, Darrell",R,CA-49,0.06,2005,0.04
"Cunningham, Randy ""Duke""",R,CA-50,0.06,2005,0.1
"Filner, Bob",D,CA-51,0.89,2005,0.86
"Hunter, Duncan L.",R,CA-52,0.06,2005,0.09
"Davis, Susan A.",D,CA-53,1.0,2005,0.97
"Allard, Wayne A.",R,CO,0.05,2005,0.09
"Salazar, Ken",D,CO,0.8,2005,0.81
"DeGette, Diana L.",D,CO-01,1.0,2005,0.96
"Udall, Mark E.",D,CO-02,1.0,2005,0.96
"Salazar, John Tony",D,CO-03,0.72,2005,0.71
"Musgrave, Marilyn N.",R,CO-04,0.0,2005,0.05
"Hefley, Joel",R,CO-05,0.06,2005,0.14
"Tancredo, Thomas G.",R,CO-06,0.11,2005,0.1
"Beauprez, Bob",R,CO-07,0.0,2005,0.05
"Lieberman, Joe",I,CT,0.7,2005,0.88
"Dodd, Christopher J.",D,CT,0.9,2005,0.78
"Larson, John B.",D,CT-01,0.89,2005,0.93
"Simmons, Robert Ruhl",R,CT-02,0.61,2005,0.67
"DeLauro, Rosa L.",D,CT-03,1.0,2005,0.95
"Shays, Christopher H.",R,CT-04,0.78,2005,0.9
"Johnson, Nancy",R,CT-05,0.56,2005,0.61
"Biden, Joe",D,DE,0.9,2005,0.83
"Carper, Tom",D,DE,0.8,2005,0.84
"Castle, Mike",R,DE-AL,0.67,2005,0.65
"Nelson, Bill",D,FL,0.9,2005,0.71
"Martinez, Mel",R,FL,0.1,2005,0.14
"Miller, Jeff",R,FL-01,0.17,2005,0.06
"Boyd, Allen",D,FL-02,0.78,2005,0.56
"Brown, Corrine",D,FL-03,0.94,2005,0.87
"Crenshaw, Ander",R,FL-04,0.11,2005,0.07
"Brown-Waite, Virginia",R,FL-05,0.11,2005,0.17
"Stearns, Cliff",R,FL-06,0.11,2005,0.16
"Mica, John L.",R,FL-07,0.0,2005,0.06
"Keller, Ric",R,FL-08,0.17,2005,0.13
"Bilirakis, Michael",R,FL-09,0.11,2005,0.28
"Young, C.W. Bill",R,FL-10,0.22,2005,0.28
"Davis, James",D,FL-11,0.89,2005,0.85
"Putnam, Adam H.",R,FL-12,0.11,2005,0.09
"Harris, Katherine",R,FL-13,0.17,2005,0.15
"Mack, Connie",R,FL-14,0.22,2005,0.08
"Weldon, David J.",R,FL-15,0.11,2005,0.1
"Foley, Mark",R,FL-16,0.22,2005,0.32
"Meek, Kendrick",D,FL-17,0.89,2005,0.9
"Ros-Lehtinen, Ileana",R,FL-18,0.11,2005,0.34
"Wexler, Robert",D,FL-19,1.0,2005,0.94
"Wasserman Schultz, Debbie",D,FL-20,0.94,2005,0.93
"Diaz-Balart, Lincoln",R,FL-21,0.11,2005,0.28
"Shaw, Clay",R,FL-22,0.28,2005,0.29
"Hastings, Alcee L.",D,FL-23,0.89,2005,0.84
"Feeney, Tom C.",R,FL-24,0.17,2005,0.07
"Diaz-Balart, Mario",R,FL-25,0.11,2005,0.13
"Isakson, Johnny H.",R,GA,0.05,2005,0.1
"Chambliss, Saxby",R,GA,0.0,2005,0.06
"Kingston, Jack",R,GA-01,0.06,2005,0.09
"Bishop, Sanford D.",D,GA-02,0.44,2005,0.53
"Marshall, James",D,GA-03,0.61,2005,0.57
"McKinney, Cynthia",D,GA-04,1.0,2005,0.93
"Lewis, John R.",D,GA-05,0.94,2005,0.92
"Price, Tom",R,GA-06,0.0,2005,0.04
"Linder, John",R,GA-07,0.11,2005,0.08
"Westmoreland, Lynn A.",R,GA-08,0.0,2005,0.03
"Norwood, Charles W.",R,GA-09,0.06,2005,0.07
"Deal, Nathan",R,GA-10,0.0,2005,0.15
"Gingrey, Phil",R,GA-11,0.06,2005,0.05
"Barrow, John",D,GA-12,0.78,2005,0.45
"Scott, David",D,GA-13,0.56,2005,0.83
"Inouye, Daniel K.",D,HI,0.65,2005,0.57
"Akaka, Daniel",D,HI,0.75,2005,0.71
"Abercrombie, Neil",D,HI-01,0.67,2005,0.83
"Case, Ed",D,HI-02,0.89,2005,0.94
"Crapo, Michael D.",R,ID,0.05,2005,0.06
"Craig, Larry E.",R,ID,0.05,2005,0.08
"Otter, C.L.",R,ID-01,0.11,2005,0.06
"Simpson, Mike",R,ID-02,0.06,2005,0.09
"Durbin, Dick",D,IL,0.95,2005,0.88
"Obama, Barack",D,IL,0.95,2005,0.72
"Rush, Bobby L.",D,IL-01,0.72,2005,0.8
"Jackson, Jr., Jesse",D,IL-02,0.94,2005,0.9
"Lipinski, Dan",D,IL-03,0.83,2005,0.91
"Gutierrez, Luis V.",D,IL-04,0.78,2005,0.91
"Emanuel, Rahm",D,IL-05,0.72,2005,0.9
"Hyde, Henry",R,IL-06,0.0,2005,0.19
"Davis, Danny K.",D,IL-07,0.83,2005,0.93
"Bean, Melissa L.",D,IL-08,0.78,2005,0.85
"Schakowsky, Jan",D,IL-09,0.89,2005,0.98
"Kirk, Mark",R,IL-10,0.39,2005,0.55
"Weller, Gerald C.",R,IL-11,0.0,2005,0.18
"Costello, Jerry F.",D,IL-12,0.72,2005,0.63
"Biggert, Judy",R,IL-13,0.22,2005,0.28
"Hastert, Dennis",R,IL-14,,2005,0.11
"Johnson, Timothy V.",R,IL-15,0.72,2005,0.59
"Manzullo, Donald A.",R,IL-16,0.0,2005,0.09
"Evans, Lane A.",D,IL-17,0.89,2005,0.9
"LaHood, Ray H.",R,IL-18,0.22,2005,0.27
"Shimkus, John M.",R,IL-19,0.0,2005,0.06
"Lugar, Richard G.",R,IN,0.2,2005,0.24
"Bayh, Evan",D,IN,0.85,2005,0.74
"Visclosky, Peter J.",D,IN-01,0.72,2005,0.83
"Chocola, Chris",R,IN-02,0.06,2005,0.05
"Souder, Mark Edward",R,IN-03,0.0,2005,0.1
"Buyer, Stephen E.",R,IN-04,0.0,2005,0.07
"Burton, Dan L.",R,IN-05,0.0,2005,0.07
"Pence, Mike",R,IN-06,0.06,2005,0.04
"Carson, Julia M.",D,IN-07,0.89,2005,0.85
"Hostettler, John Nathan",R,IN-08,0.11,2005,0.11
"Sodrel, Michael E.",R,IN-09,0.0,2005,0.03
"Harkin, Tom",D,IA,0.95,2005,0.83
"Grassley, Chuck E.",R,IA,0.1,2005,0.18
"Nussle, James Allen",R,IA-01,0.06,2005,0.12
"Leach, James A.",R,IA-02,0.56,2005,0.61
"Boswell, Leonard L.",D,IA-03,0.5,2005,0.61
"Latham, Tom",R,IA-04,0.06,2005,0.08
"King, Steve A.",R,IA-05,0.0,2005,0.04
"Brownback, Samuel D.",R,KS,0.1,2005,0.13
"Roberts, Pat",R,KS,0.0,2005,0.09
"Moran, Jerry",R,KS-01,0.0,2005,0.08
"Ryun, Jim R.",R,KS-02,0.0,2005,0.02
"Moore, Dennis",D,KS-03,0.78,2005,0.87
"Tiahrt, Todd",R,KS-04,0.0,2005,0.04
"Bunning, Jim",R,KY,0.0,2005,0.07
"McConnell, Mitch",R,KY,0.0,2005,0.07
"Whitfield, Ed",R,KY-01,0.06,2005,0.14
"Lewis, Ron",R,KY-02,0.0,2005,0.06
"Northup, Anne Meagher",R,KY-03,0.0,2005,0.07
"Davis, Geoff",R,KY-04,0.06,2005,0.06
"Rogers, Harold",R,KY-05,0.0,2005,0.08
"Chandler, Ben",D,KY-06,0.83,2005,0.79
"Landrieu, Mary L.",D,LA,0.5,2005,0.51
"Vitter, David B.",R,LA,0.1,2005,0.04
"Jindal, Bobby",R,LA-01,0.06,2005,0.06
"Jefferson, William J.",D,LA-02,0.5,2005,0.66
"Melancon, Charles J.",D,LA-03,0.33,2005,0.53
"McCrery, James O.",R,LA-04,0.0,2005,0.06
"Alexander, Rodney M.",R,LA-05,0.0,2005,0.09
"Baker, Richard Hugh",R,LA-06,0.0,2005,0.06
"Boustany, Charles",R,LA-07,0.06,2005,0.04
"Snowe, Olympia",R,ME,0.7,2005,0.65
"Collins, Susan M.",R,ME,0.7,2005,0.61
"Allen, Thomas H.",D,ME-01,0.94,2005,0.93
"Michaud, Michael H.",D,ME-02,1.0,2005,0.92
"Mikulski, Barbara A.",D,MD,0.85,2005,0.85
"Sarbanes, Paul S.",D,MD,1.0,2005,0.91
"Gilchrest, Wayne T.",R,MD-01,0.5,2005,0.64
"Ruppersberger, C.A. Dutch",D,MD-02,0.78,2005,0.88
"Cardin, Benjamin L.",D,MD-03,0.94,2005,0.92
"Wynn, Albert Russell",D,MD-04,0.67,2005,0.85
